LR.Index	CellChat	CytoTalk	celltalkdb
Tac1_Tacr3	0	1	1
Tac2_Tacr1	0	1	1
Tac2_Tacr2	0	1	1
Tac2_Tacr3	1	1	1
Tac4_Tacr1	1	1	1
Tac4_Tacr2	0	1	0
Tac4_Tacr3	0	1	0
Tcn2_Lrp2	0	0	1
Tctn1_Tmem67	0	1	1
Tdgf1_Acvr1b	0	1	1
Tdgf1_Acvr1c	0	1	1
Tdgf1_Acvr2a	0	1	1
Tdgf1_Acvr2b	0	0	1
Tdgf1_Fzd7	0	0	1
Tdgf1_Gpc1	0	0	1
Tdgf1_Lrp5	0	0	1
Tdgf1_Lrp6	0	0	1
Tdgf1_Tgfbr1	0	0	1
Tff2_Muc6	0	0	1
Tfpi_F3	0	0	1
Tfpi_Lrp1	0	1	0
Tfpi_Vldlr	0	1	0
Tg_Asgr1	0	1	0
Tg_Lrp2	0	1	1
Tgfa_Egfr	1	1	1
Tgfa_Erbb2	1	1	1
Tgfa_Erbb3	0	0	1
Tgfa_Erbb4	0	1	1
Tgfb1_Acvr1	1	0	0
Tgfb1_Acvr1b	1	0	0
Tgfb1_Acvr1c	1	0	0
Tgfb1_Acvrl1	0	1	1
Tgfb1_Eng	0	1	1
Tgfb1_Itgav	0	1	0
Tgfb1_Itgb1	0	0	1
Tgfb1_Itgb6	0	1	0
Tgfb1_Itgb8	0	1	1
Tgfb1_Sdc2	0	1	1
Tgfb1_Tgfbr1	1	1	1
Tgfb1_Tgfbr2	1	1	1
Tgfb1_Tgfbr3	0	1	1
Tgfb2_Acvr1	1	0	0
Tgfb2_Acvr1b	1	0	0
Tgfb2_Acvr1c	1	0	0
Tgfb2_Eng	0	1	0
Tgfb2_Tgfbr1	1	1	1
Tgfb2_Tgfbr2	1	1	1
Tgfb2_Tgfbr3	0	1	1
Tgfb3_Acvr1	1	0	1
Tgfb3_Acvr1b	1	0	0
Tgfb3_Acvr1c	1	0	0
Tgfb3_Acvrl1	0	1	0
Tgfb3_Eng	0	1	1
Tgfb3_Tgfbr1	1	1	1
Tgfb3_Tgfbr2	1	1	1
Tgfb3_Tgfbr3	0	1	1
Tgm2_Itgb1	0	1	0
Tgm2_Itgb3	0	1	0
Tgm2_Sdc4	0	1	1
Thbs1_Cd36	1	1	1
Thbs1_Cd47	1	1	1
Thbs1_Itga1	0	0	1
Thbs1_Itga2	0	0	1
Thbs1_Itga2b	0	1	0
Thbs1_Itga3	1	1	1
Thbs1_Itga4	0	1	0
Thbs1_Itga5	0	0	1
Thbs1_Itga6	0	1	0
Thbs1_Itgav	1	0	1
Thbs1_Itgb1	1	1	1
Thbs1_Itgb3	1	1	1
Thbs1_Itgb6	0	0	1
Thbs1_Itgb8	0	0	1
Thbs1_Lrp1	0	1	1
Thbs1_Lrp5	0	1	0
Thbs1_Ptprj	0	0	1
Thbs1_Scarb2	0	0	1
Thbs1_Sdc1	1	1	1
Thbs1_Sdc4	1	0	0
Thbs1_Tnfrsf11b	0	1	0
Thbs1_Vldlr	0	0	1
Thbs2_Cd36	1	0	0
Thbs2_Cd47	1	1	0
Thbs2_Itga3	1	0	0
Thbs2_Itga4	0	1	0
Thbs2_Itga6	0	1	0
Thbs2_Itgav	1	0	0
Thbs2_Itgb1	1	1	0
Thbs2_Itgb3	1	0	0
Thbs2_Notch3	0	1	1
Thbs2_Sdc1	1	0	0
Thbs2_Sdc4	1	0	0
Thbs3_Cd36	1	0	0
Thbs3_Cd47	1	0	0
Thbs3_Itga3	1	0	0
Thbs3_Itgav	1	0	0
Thbs3_Itgb1	1	0	0
Thbs3_Itgb3	1	0	0
Thbs3_Sdc1	1	0	0
Thbs3_Sdc4	1	0	0
Thbs4_Cd36	1	0	0
Thbs4_Cd47	1	0	0
Thbs4_Itga3	1	0	0
Thbs4_Itgav	1	0	0
Thbs4_Itgb1	1	0	0
Thbs4_Itgb3	1	0	0
Thbs4_Notch1	0	0	1
Thbs4_Sdc1	1	0	0
Thbs4_Sdc4	1	0	0
Thpo_Mpl	1	1	1
Thy1_Itgam	1	0	0
Thy1_Itgav	1	0	0
Thy1_Itgax	1	0	0
Thy1_Itgb2	1	0	0
Thy1_Itgb3	1	0	0
Tigit_Nectin2	1	0	0
Tigit_Pvr	1	0	0
Timd4_Havcr1	0	1	0
Timp1_Cd63	0	1	1
Timp1_Itgb1	0	0	1
Timp1_Lrp1	0	0	1
Timp2_Itga3	0	1	0
Timp2_Itgb1	0	1	0
Timp3_Agtr2	0	1	0
Timp3_Kdr	0	1	0
Tln1_Itgal	0	0	1
Tln1_Itgb1	0	0	1
Tln1_Itgb2	0	0	1
Tnc_Cntn1	0	1	0
Tnc_Egfr	0	1	1
Tnc_Itga2	0	0	1
Tnc_Itga2b	1	0	0
Tnc_Itga5	0	1	0
Tnc_Itga7	0	1	1
Tnc_Itga8	1	0	1
Tnc_Itga9	1	0	1
Tnc_Itgav	1	0	1
Tnc_Itgb1	1	1	1
Tnc_Itgb3	1	0	1
Tnc_Itgb6	1	0	1
Tnc_Ptprb	0	1	0
Tnc_Sdc1	1	0	0
Tnc_Sdc4	1	0	1
Tnc_Tlr4	0	0	1
Tnf_Cd40	0	0	1
Tnf_Rhbdf2	0	0	1
Tnf_Tnfrsf1a	1	1	1
Tnf_Tnfrsf1b	1	1	1
Tnf_Tnfrsf21	0	1	0
Tnf_Traf2	0	1	0
Tnfrsf14_Btla	0	1	0
Tnfrsf14_Cd160	0	1	0
Tnfsf10_Tnfrsf10b	1	1	1
Tnfsf10_Tnfrsf11b	0	1	1
Tnfsf11_Itga2b	0	0	1
Tnfsf11_Lgr4	0	0	1
Tnfsf11_Tnfrsf11a	1	1	1
Tnfsf11_Tnfrsf11b	1	1	1
Tnfsf12_Egfr	0	0	1
Tnfsf12_Tnfrsf12a	1	1	1
Tnfsf12_Tnfrsf25	0	1	1
Tnfsf13_Fas	0	1	0
Tnfsf13_Sdc2	0	1	0
Tnfsf13_Tnfrsf11b	0	1	0
Tnfsf13_Tnfrsf13b	1	1	1
Tnfsf13_Tnfrsf14	0	1	0
Tnfsf13_Tnfrsf17	1	1	1
Tnfsf13_Tnfrsf1a	0	1	0
Tnfsf13b_Tnfrsf13b	1	1	1
Tnfsf13b_Tnfrsf13c	1	1	1
Tnfsf13b_Tnfrsf17	1	1	1
Tnfsf14_Fas	0	0	1
Tnfsf14_Ltbr	1	1	1
Tnfsf14_Tnfrsf14	1	1	1
Tnfsf15_Tnfrsf25	1	1	1
Tnfsf18_Tnfrsf18	1	1	1
Tnfsf4_Tnfrsf4	1	1	1
Tnfsf4_Traf2	0	1	1
Tnfsf8_Tnfrsf8	1	1	1
Tnfsf9_Tmem126a	0	0	1
Tnfsf9_Tnfrsf9	1	1	1
Tnfsf9_Traf1	0	0	1
Tnfsf9_Traf2	0	1	1
Tnn_Itga2b	1	0	0
Tnn_Itga8	1	0	0
Tnn_Itga9	1	0	0
Tnn_Itgav	1	0	0
Tnn_Itgb1	1	0	0
Tnn_Itgb3	1	0	0
Tnn_Itgb6	1	0	0
Tnn_Sdc1	1	0	0
Tnn_Sdc4	1	0	0
Tnr_Itga2b	1	0	0
Tnr_Itga8	1	0	0
Tnr_Itga9	1	0	0
Tnr_Itgav	1	0	0
Tnr_Itgb1	1	0	0
Tnr_Itgb3	1	0	0
Tnr_Itgb6	1	0	0
Tnr_Sdc1	1	0	0
Tnr_Sdc4	1	0	0
Tnxb_Itga2b	1	0	0
Tnxb_Itga8	1	0	0
Tnxb_Itga9	1	0	0
Tnxb_Itgav	1	0	0
Tnxb_Itgb1	1	0	0
Tnxb_Itgb3	1	0	0
Tnxb_Itgb6	1	0	0
Tnxb_Sdc1	1	0	0
Tnxb_Sdc4	1	0	0
Trf_Tfr2	0	1	1
Trf_Tfrc	0	1	1
Trh_Trhr	1	1	1
Trh_Trhr2	1	0	0
Try10_F2r	1	0	0
Try10_F2rl1	1	0	0
Try10_F2rl2	1	0	0
Try10_F2rl3	1	0	0
Try10_Pard3	1	0	0
Try4_F2r	1	0	0
Try4_F2rl1	1	0	0
Try4_F2rl2	1	0	0
Try4_F2rl3	1	0	0
Try4_Pard3	1	0	0
Try5_F2r	1	0	0
Try5_F2rl1	1	0	0
Try5_F2rl2	1	0	0
Try5_F2rl3	1	0	0
Try5_Pard3	1	0	0
Tshb_Tshr	1	1	0
Tslp_Crlf2	1	0	1
Tslp_Il7r	1	1	1
Ucn2_Crhr1	1	1	1
Ucn2_Crhr2	1	1	1
Ucn2_Il10rb	0	1	1
Ucn3_Crhr1	1	1	1
Ucn3_Crhr2	1	1	1
Ucn3_Il10rb	0	1	1
Ucn_Crhr1	1	1	1
Ucn_Crhr2	1	1	1
Ulbp1_Hcst	1	0	0
Ulbp1_Klrk1	1	1	0
Uts2_Uts2r	1	1	1
Uts2b_Sstr5	1	0	1
Uts2b_Uts2r	1	1	1
Vasp_Cxcr2	0	1	0
Vasp_Itga4	0	0	1
Vcam1_Itga4	0	1	1
Vcam1_Itga9	0	0	1
Vcam1_Itgad	0	1	0
Vcam1_Itgb1	0	1	1
Vcam1_Itgb2	0	1	1
Vcam1_Itgb7	0	1	1
Vcan_Cd44	0	1	1
Vcan_Egfr	0	1	1
Vcan_Itga4	0	1	0
Vcan_Itgb1	0	1	0
Vcan_Selp	0	1	1
Vcan_Tlr2	0	1	1
Vcl_Alk	0	0	1
Vegfa_Axl	0	0	1
Vegfa_Ephb2	0	1	0
Vegfa_Flt1	1	1	1
Vegfa_Gpc1	0	1	1
Vegfa_Itgav	0	0	1
Vegfa_Itgb3	0	0	1
Vegfa_Kdr	1	1	1
Vegfa_Npr1	0	0	1
Vegfa_Nrp1	0	1	1
Vegfa_Nrp2	0	1	1
Vegfa_Ptprb	0	0	1
Vegfa_Ptprz1	0	0	1
Vegfa_Sdc2	0	0	1
Vegfb_Flt1	1	1	1
Vegfb_Nrp1	0	1	1
Vegfc_Ccbe1	0	0	1
Vegfc_Flt4	1	1	1
Vegfc_Itga9	0	0	1
Vegfc_Itgb1	0	0	1
Vegfc_Kdr	1	1	1
Vegfc_Nrp2	0	1	1
Vegfc_Vipr2	0	1	0
Vegfd_Fgfr2	0	0	1
Vegfd_Flt4	1	0	1
Vegfd_Itga9	0	0	1
Vegfd_Kdr	1	0	1
Vegfd_Nrp2	0	0	1
Vim_Cd44	0	1	1
Vip_Adcyap1r1	0	1	1
Vip_Dpp4	0	0	1
Vip_Npr3	0	0	1
Vip_Ramp1	0	0	1
Vip_Ramp2	0	0	1
Vip_Ramp3	0	0	1
Vip_Sctr	0	1	0
Vip_Vipr1	1	1	1
Vip_Vipr2	1	1	1
Vsir_Igsf11	1	0	0
Vtn_Itga2b	1	0	0
Vtn_Itga5	0	1	0
Vtn_Itga8	1	1	1
Vtn_Itgav	1	1	1
Vtn_Itgb1	1	0	0
Vtn_Itgb3	1	1	0
Vtn_Itgb5	1	0	1
Vtn_Itgb6	0	1	0
Vtn_Itgb8	1	1	0
Vtn_Plaur	0	1	1
Vtn_Tnfrsf11b	0	1	0
Vwf_Gp1ba	0	1	1
Vwf_Gp1bb	0	0	1
Vwf_Gp5	0	0	1
Vwf_Gp9	0	0	1
Vwf_Itga2	0	0	1
Vwf_Itga2b	1	1	1
Vwf_Itga4	0	0	1
Vwf_Itgav	1	0	1
Vwf_Itgb3	1	0	1
Vwf_Lrp1	0	0	1
Vwf_NA	1	0	0
Vwf_Stab2	0	0	1
Vwf_Tnfrsf11b	0	1	1
Wnt10a_Fzd1	1	0	0
Wnt10a_Fzd10	1	0	1
Wnt10a_Fzd2	1	0	0
Wnt10a_Fzd3	1	0	0
Wnt10a_Fzd4	1	0	0
Wnt10a_Fzd5	1	0	0
Wnt10a_Fzd6	1	0	0
Wnt10a_Fzd7	1	0	0
Wnt10a_Fzd8	1	0	0
Wnt10a_Fzd9	1	0	0
Wnt10a_Lrp5	1	0	0
Wnt10a_Lrp6	1	0	0
Wnt10b_Fzd1	1	0	0
Wnt10b_Fzd10	1	0	0
Wnt10b_Fzd2	1	0	0
Wnt10b_Fzd3	1	0	0
Wnt10b_Fzd4	1	0	1
Wnt10b_Fzd5	1	0	1
Wnt10b_Fzd6	1	0	1
Wnt10b_Fzd7	1	0	1
Wnt10b_Fzd8	1	0	1
Wnt10b_Fzd9	1	0	0
Wnt10b_Lrp5	1	0	0
Wnt10b_Lrp6	1	0	1
Wnt11_Fzd1	1	0	0
Wnt11_Fzd10	1	0	0
Wnt11_Fzd2	1	0	0
Wnt11_Fzd3	1	0	0
Wnt11_Fzd4	1	0	0
Wnt11_Fzd5	1	0	0
Wnt11_Fzd6	1	0	0
Wnt11_Fzd7	1	1	1
Wnt11_Fzd8	1	0	0
Wnt11_Fzd9	1	0	0
Wnt11_Musk	0	0	1
Wnt11_Ryk	0	0	1
Wnt16_Fzd1	1	0	0
Wnt16_Fzd10	1	0	0
Wnt16_Fzd2	1	0	0
Wnt16_Fzd3	1	0	0
Wnt16_Fzd4	1	0	0
Wnt16_Fzd5	1	0	0
Wnt16_Fzd6	1	0	0
Wnt16_Fzd7	1	0	0
Wnt16_Fzd8	1	0	0
Wnt16_Fzd9	1	0	0
Wnt16_Lrp5	1	0	0
Wnt16_Lrp6	1	0	0
Wnt1_Fzd1	1	0	1
Wnt1_Fzd10	1	0	1
Wnt1_Fzd2	1	0	0
Wnt1_Fzd3	1	1	0
Wnt1_Fzd4	1	0	0
Wnt1_Fzd5	1	0	1
Wnt1_Fzd6	1	0	1
Wnt1_Fzd7	1	0	1
Wnt1_Fzd8	1	1	1
Wnt1_Fzd9	1	1	1
Wnt1_Lrp5	1	1	1
Wnt1_Lrp6	1	1	1
Wnt1_Ryk	0	1	0
Wnt2_Fzd1	1	1	1
Wnt2_Fzd10	1	0	0
Wnt2_Fzd2	1	0	1
Wnt2_Fzd3	1	0	1
Wnt2_Fzd4	1	0	1
Wnt2_Fzd5	1	1	1
Wnt2_Fzd6	1	0	0
Wnt2_Fzd7	1	1	1
Wnt2_Fzd8	1	1	1
Wnt2_Fzd9	1	1	1
Wnt2_Lrp5	1	0	1
Wnt2_Lrp6	1	0	0
Wnt2b_Fzd1	1	0	0
Wnt2b_Fzd10	1	0	0
Wnt2b_Fzd2	1	0	0
Wnt2b_Fzd3	1	0	0
Wnt2b_Fzd4	1	0	1
Wnt2b_Fzd5	1	0	0
Wnt2b_Fzd6	1	0	0
Wnt2b_Fzd7	1	0	0
Wnt2b_Fzd8	1	0	0
Wnt2b_Fzd9	1	0	0
Wnt2b_Lrp5	1	0	0
Wnt2b_Lrp6	1	0	0
Wnt3_Egfr	0	0	1
Wnt3_Fzd1	1	1	1
Wnt3_Fzd10	1	0	0
Wnt3_Fzd2	1	0	1
Wnt3_Fzd3	1	0	1
Wnt3_Fzd4	1	0	0
Wnt3_Fzd5	1	0	1
Wnt3_Fzd6	1	0	1
Wnt3_Fzd7	1	1	1
Wnt3_Fzd8	1	1	1
Wnt3_Fzd9	1	0	0
Wnt3_Lrp5	1	0	1
Wnt3_Lrp6	1	1	1
Wnt3_Ror1	0	0	1
Wnt3_Ror2	0	0	1
Wnt3_Ryk	0	1	0
Wnt3a_Apcdd1	0	1	1
Wnt3a_Fzd1	1	1	1
Wnt3a_Fzd10	1	0	0
Wnt3a_Fzd2	1	1	1
Wnt3a_Fzd3	1	0	1
Wnt3a_Fzd4	1	0	1
Wnt3a_Fzd5	1	1	1
Wnt3a_Fzd6	1	1	1
Wnt3a_Fzd7	1	1	1
Wnt3a_Fzd8	1	1	1
Wnt3a_Fzd9	1	0	0
Wnt3a_Igf1r	0	0	1
Wnt3a_Lrp1	0	1	0
Wnt3a_Lrp5	1	0	1
Wnt3a_Lrp6	1	1	1
Wnt3a_Ptk7	0	0	1
Wnt3a_Ryk	0	1	0
Wnt4_Fzd1	1	0	1
Wnt4_Fzd10	1	0	1
Wnt4_Fzd2	1	1	1
Wnt4_Fzd3	1	0	0
Wnt4_Fzd4	1	0	1
Wnt4_Fzd5	1	0	1
Wnt4_Fzd6	1	1	1
Wnt4_Fzd7	1	0	1
Wnt4_Fzd8	1	0	1
Wnt4_Fzd9	1	0	0
Wnt4_Lrp5	1	0	0
Wnt4_Lrp6	1	0	1
Wnt4_Musk	0	0	1
Wnt5a_Fzd1	1	1	1
Wnt5a_Fzd10	1	0	0
Wnt5a_Fzd2	1	1	1
Wnt5a_Fzd3	1	0	1
Wnt5a_Fzd4	1	1	1
Wnt5a_Fzd5	1	1	1
Wnt5a_Fzd6	1	1	1
Wnt5a_Fzd7	1	1	1
Wnt5a_Fzd8	1	1	1
Wnt5a_Fzd9	1	0	1
Wnt5a_Lrp5	0	1	1
Wnt5a_Lrp6	0	0	1
Wnt5a_Mcam	1	1	0
Wnt5a_Notch1	0	0	1
Wnt5a_Ror1	0	1	1
Wnt5a_Ror2	0	1	1
Wnt5a_Ryk	0	1	1
Wnt5b_Fzd1	1	0	0
Wnt5b_Fzd10	1	0	0
Wnt5b_Fzd2	1	0	0
Wnt5b_Fzd3	1	0	0
Wnt5b_Fzd4	1	0	0
Wnt5b_Fzd5	1	0	0
Wnt5b_Fzd6	1	0	0
Wnt5b_Fzd7	1	0	0
Wnt5b_Fzd8	1	0	0
Wnt5b_Fzd9	1	0	0
Wnt5b_Lrp6	0	0	1
Wnt6_Fzd1	1	0	0
Wnt6_Fzd10	1	0	0
Wnt6_Fzd2	1	0	0
Wnt6_Fzd3	1	0	0
Wnt6_Fzd4	1	0	0
Wnt6_Fzd5	1	0	0
Wnt6_Fzd6	1	0	0
Wnt6_Fzd7	1	0	0
Wnt6_Fzd8	1	0	0
Wnt6_Fzd9	1	0	0
Wnt6_Lrp5	1	0	0
Wnt6_Lrp6	1	0	0
Wnt7a_Adgra2	0	0	1
Wnt7a_Celsr3	0	0	1
Wnt7a_Fzd1	1	0	1
Wnt7a_Fzd10	1	1	0
Wnt7a_Fzd2	1	0	0
Wnt7a_Fzd3	1	0	1
Wnt7a_Fzd4	1	0	1
Wnt7a_Fzd5	1	1	1
Wnt7a_Fzd6	1	0	0
Wnt7a_Fzd7	1	0	1
Wnt7a_Fzd8	1	0	0
Wnt7a_Fzd9	1	1	1
Wnt7a_Lrp4	0	0	1
Wnt7a_Lrp5	1	0	1
Wnt7a_Lrp6	1	0	1
Wnt7a_Reck	0	0	1
Wnt7b_Adgra2	0	0	1
Wnt7b_Celsr3	0	0	1
Wnt7b_Fzd1	1	1	1
Wnt7b_Fzd10	1	1	1
Wnt7b_Fzd2	1	0	0
Wnt7b_Fzd3	1	0	1
Wnt7b_Fzd4	1	0	1
Wnt7b_Fzd5	1	0	0
Wnt7b_Fzd6	1	0	0
Wnt7b_Fzd7	1	0	1
Wnt7b_Fzd8	1	0	0
Wnt7b_Fzd9	1	0	0
Wnt7b_Lrp5	1	1	1
Wnt7b_Lrp6	1	0	0
Wnt8a_Fzd1	1	0	1
Wnt8a_Fzd10	1	0	0
Wnt8a_Fzd2	1	0	0
Wnt8a_Fzd3	1	0	0
Wnt8a_Fzd4	1	0	1
Wnt8a_Fzd5	1	0	1
Wnt8a_Fzd6	1	0	0
Wnt8a_Fzd7	1	0	1
Wnt8a_Fzd8	1	0	0
Wnt8a_Fzd9	1	0	0
Wnt8a_Lrp5	1	0	0
Wnt8a_Lrp6	1	0	1
Wnt8a_Ptk7	0	0	1
Wnt8b_Fzd1	1	0	0
Wnt8b_Fzd10	1	0	1
Wnt8b_Fzd2	1	0	0
Wnt8b_Fzd3	1	0	0
Wnt8b_Fzd4	1	0	0
Wnt8b_Fzd5	1	0	0
Wnt8b_Fzd6	1	0	0
Wnt8b_Fzd7	1	0	1
Wnt8b_Fzd8	1	0	0
Wnt8b_Fzd9	1	0	0
Wnt8b_Lrp5	1	0	0
Wnt8b_Lrp6	1	0	1
Wnt8b_Ptk7	0	0	1
Wnt9a_Egfr	0	0	1
Wnt9a_Fzd1	1	0	0
Wnt9a_Fzd10	1	0	0
Wnt9a_Fzd2	1	0	0
Wnt9a_Fzd3	1	0	0
Wnt9a_Fzd4	1	0	1
Wnt9a_Fzd5	1	0	0
Wnt9a_Fzd6	1	0	0
Wnt9a_Fzd7	1	0	1
Wnt9a_Fzd8	1	0	0
Wnt9a_Fzd9	1	0	1
Wnt9a_Lrp5	1	0	0
Wnt9a_Lrp6	1	0	0
Wnt9b_Fzd1	1	0	0
Wnt9b_Fzd10	1	0	0
Wnt9b_Fzd2	1	0	0
Wnt9b_Fzd3	1	0	0
Wnt9b_Fzd4	1	0	0
Wnt9b_Fzd5	1	0	1
Wnt9b_Fzd6	1	0	0
Wnt9b_Fzd7	1	0	0
Wnt9b_Fzd8	1	0	0
Wnt9b_Fzd9	1	0	0
Wnt9b_Lrp5	1	0	1
Wnt9b_Lrp6	1	0	1
Xcl1_Xcr1	1	1	1
Yars_Cxcr1	0	1	0
Zp3_Egfr	0	0	1
Zp3_Mertk	0	1	0
Zp3_Zp3r	0	0	1
a_Atrn	0	1	1
a_F11r	0	1	0
a_Mc1r	0	1	1
a_Mc2r	0	1	0
a_Mc3r	0	1	0
a_Mc4r	0	1	0
a_Mc5r	0	1	0
